benchmark,canonical_order,example_id,prompt_sha256,prompt_tokens
2WikiMultiHopQA,85,f83e513808c711ebbd91ac1f6bf848b6,03ede68978e96e0aea0b91ef8a2a8bbe8190c685d61cbdefe38cb0c5d9fd085e,526
2WikiMultiHopQA,86,6ec70dc60bda11eba7f7acde48001122,fd4c5c35d5c9bde1904e56ff289cee3fb966389c356c2e39715860e754598624,2861
2WikiMultiHopQA,87,48a01c0209b411ebbdb0ac1f6bf848b6,ef864eaed72b915d6cb53ec0c0cb7d7c085ca2e371fc5c686a3756c9b5ebcfa9,631
2WikiMultiHopQA,88,022e38200bde11eba7f7acde48001122,55ed266eec86c76875f718d7e40f94e860d58aaaa9c8747adb98eb3252c1a878,978
2WikiMultiHopQA,89,7154c5b40bdb11eba7f7acde48001122,6e24b5093c6388b7c431e69d3e216aeb6d0cdfa55f668e52a90894776634a499,1079
2WikiMultiHopQA,90,60c67bce0bdc11eba7f7acde48001122,865cd82d57cedd0dc863100eac1ec8b164529197b11806e88429d2bc77b558b1,1123
2WikiMultiHopQA,91,a26a58fa0bd911eba7f7acde48001122,860f87eceb1dfac354feb72ee5d3fbb59f5d6c183ee02d7c650bcee90f5a86d1,777
2WikiMultiHopQA,92,c3d340d208ab11ebbd82ac1f6bf848b6,2890a5c786d0bcd83f1461f875474018fd848fb04d7b412999816cf586346b63,1017
2WikiMultiHopQA,93,ea27f0bc0bd911eba7f7acde48001122,c443e8d1110e7b6f2996025b1919249f85e5e46ce4e212c31ebf50b3c1a8a57f,1595
2WikiMultiHopQA,94,0468fbec0bda11eba7f7acde48001122,cfc34c23eab4f11adc161b99098099d304c979cc56d80efddc1188df9ab8ecd2,1548
2WikiMultiHopQA,95,4a48b39c090511ebbdadac1f6bf848b6,0c76e956d53ffdfec82f203d8e07d2113d4c3bf36db8583ce8a1ae2edd69962b,353
2WikiMultiHopQA,96,7f06ed8e0bdd11eba7f7acde48001122,a6043819f26a8b2fc6a2099d8c173f58c280537f6951ec7ca5943a9c1e4927e7,1584
2WikiMultiHopQA,97,24df39cb088011ebbd6cac1f6bf848b6,48495d36deb0cbc51de587387de25ad5f7fb2efe55e7b2429ee9a1be7d061dd3,588
2WikiMultiHopQA,98,b72c73d3088611ebbd6dac1f6bf848b6,85c5c2f4e8bf2f064359c6521cb79318623fa7660aec13ed0e2565bc8a6a0098,738
2WikiMultiHopQA,99,201fef79087711ebbd67ac1f6bf848b6,1f6236f3e581208308131a89628f81b9ccfaec1c2f16e65ff96f2be188996cef,769
